accommodates,bedrooms,bathrooms,beds,neighbourhood_cleansed,room_type,property_type,minimum_nights,latitude,longitude,instant_bookable,n_amenities,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,reviews_per_month,amen_wifi,amen_kitchen,amen_hot_water,amen_hair_dryer,amen_bed_linens,amen_hangers,amen_essentials,amen_cooking_basics,amen_refrigerator,amen_dishes_and_silverware,amen_iron,amen_heating,amen_dedicated_workspace,amen_self_check_in,amen_long_term_stays_allowed,amen_oven,amen_shampoo,amen_dishwasher,amen_hot_water_kettle,amen_room_darkening_shades,amen_tv,amen_dining_table,amen_wine_glasses,amen_washer,amen_elevator,amen_lockbox,amen_microwave,amen_freezer,amen_stove,amen_bathtub,host_is_superhost,host_response_rate,host_acceptance_rate,host_response_time,host_total_listings_count,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,text_name_len,text_desc_len,text_luxury,text_view,text_central,text_modern,text_terrace,text_renovated,text_lake,text_river,text_quiet,text_design,text_spacious,text_charming,dist_hallenstadion_km,dist_letzigrund_km,dist_messe_km,dist_opernhaus_km,dist_hb_km,min_dist_venue_km
2,1.0,1.0,1.0,Unterstrass,Entire home/apt,Entire rental unit,3,47.39869,8.53929,0,17,3,10,17,23,12,12,1,1.25,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,100.0,86.0,2.0,1,4.92,4.92,4.67,5.0,4.92,4.83,4.92,20,531,0,0,0,1,0,0,0,0,1,0,0,1,3.7500777670396226,3.4556366805095218,1.4396250663817327,3.740186259099048,2.3129926024144924,1.4396250663817327
2,2.0,1.0,2.0,Mühlebach,Shared room,Shared room in rental unit,1,47.35898,8.5535,1,6,0,0,0,271,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,100.0,,2,,,,,,,,25,82,0,0,0,0,0,0,0,0,0,0,0,0,8.091698643065921,4.409984303621667,5.685146955540765,0.8919569571609921,2.3268505563843123,0.8919569571609921
2,1.0,1.0,1.0,Langstrasse,Entire home/apt,Entire rental unit,30,47.38000712126342,8.532333724318255,0,6,0,0,27,210,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,,,2,,,,,,,,30,442,0,0,0,1,0,0,0,0,0,0,0,0,5.891374432397403,2.1871121117867585,3.5527107678171994,1.9391124056107845,0.643959779528372,0.643959779528372
2,1.0,2.0,1.0,Fluntern,Private room,Private room in villa,1,47.37753,8.56021,0,36,0,0,0,116,24,1,0,0.21,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,80.0,75.0,3.0,14,4.67,4.71,4.38,4.87,4.83,4.78,4.39,33,244,0,1,0,0,0,0,0,0,0,0,0,0,6.077118239289353,4.290133474899367,3.714762729968435,1.7031718072985116,1.4997277686887784,1.4997277686887784
1,2.0,1.0,1.0,Sihlfeld,Private room,Private room in rental unit,5,47.37612,8.5142,0,41,19,48,69,331,0,0,0,,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,,,,3,,,,,,,,45,311,0,0,0,0,0,0,0,0,1,0,0,1,6.727027831390724,0.8981251791217242,4.5714053933939205,2.7020262411551816,1.9752197170267807,0.8981251791217242
4,1.0,1.5,3.0,Escher Wyss,Entire home/apt,Entire rental unit,2,47.3912816,8.5094962,0,27,3,3,3,3,7,7,0,1.76,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,100.0,97.0,1.0,1,5.0,4.86,5.0,4.86,5.0,4.86,5.0,20,371,0,0,1,0,0,0,0,1,1,0,0,1,5.4092921613637985,1.4011105108151598,3.6047378523576037,4.000445762443688,2.7554333565831417,1.4011105108151598
2,1.0,1.0,1.0,Unterstrass,Entire home/apt,Entire rental unit,1,47.39522322532662,8.545007295906544,0,38,12,28,55,140,41,7,0,2.06,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,100.0,99.0,1.0,13,4.85,4.85,4.98,4.95,4.95,4.63,4.73,23,420,0,0,0,0,0,0,0,0,0,0,1,1,4.0700959340151455,3.5992284826139374,1.6652018796890526,3.3178488472836505,1.9585828371105458,1.6652018796890526
4,1.0,1.0,2.0,Enge,Entire home/apt,Entire rental unit,2,47.35969,8.52525,0,9,19,49,79,169,11,1,0,0.37,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,33.0,,1,5.0,4.82,4.91,4.91,5.0,5.0,4.82,29,410,0,1,1,0,0,0,0,1,1,0,0,0,8.21256499933278,2.7451468121195006,5.863926911797309,1.714859636687268,2.320490951256934,1.714859636687268
2,1.0,1.0,1.0,Hard,Entire home/apt,Entire rental unit,1,47.38109,8.5059,1,25,28,58,86,353,187,41,3,2.01,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,100.0,100.0,1.0,23,4.73,4.81,4.89,4.91,4.83,4.59,4.56,46,412,0,0,0,0,0,0,0,0,0,0,0,0,6.514263720605613,0.2713609965956479,4.545805522005925,3.513545114610156,2.614305081810307,0.2713609965956479
7,3.0,1.0,4.0,Langstrasse,Entire home/apt,Entire rental unit,1,47.3736225,8.5273522,0,43,1,7,14,240,262,67,5,8.05,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,100.0,100.0,1.0,17,4.82,4.87,4.89,4.82,4.91,4.89,4.74,50,541,0,1,1,0,0,0,0,0,0,0,1,1,6.669575791168229,1.9216653059081452,4.349743570105043,1.701069065635227,1.084799467393384,1.084799467393384
5,2.0,1.0,5.0,Werd,Entire home/apt,Entire rental unit,3,47.3695212,8.5268833,0,34,4,22,41,126,58,41,6,3.74,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,90.0,87.0,1.0,1,4.88,4.9,4.91,4.95,4.84,4.81,4.71,48,315,0,0,1,1,0,0,0,0,0,0,1,0,7.120430269450047,2.0881392271815575,4.788736852896103,1.5396146851241572,1.3743224296902472,1.3743224296902472
6,3.0,1.0,3.0,Witikon,Entire home/apt,Entire rental unit,28,47.36123,8.58195,0,62,0,0,0,61,46,17,0,0.85,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,100.0,100.0,1.0,3,5.0,5.0,4.91,5.0,5.0,4.98,4.93,36,457,0,1,0,0,0,1,1,0,1,0,0,0,8.20776003181692,6.258057423204596,5.976008975367341,2.7173919599417435,3.6433768391527246,2.7173919599417435
1,0.0,1.0,1.0,Albisrieden,Private room,Private room in rental unit,1,47.36991,8.49332,0,28,30,60,90,365,49,5,0,1.2,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,10.0,14.0,4.0,1,4.98,4.98,4.96,4.94,4.98,4.88,4.9,34,382,0,0,0,0,0,0,0,0,0,0,0,0,8.0675760239189,1.2954902440647924,6.09833590169259,4.0288604217660895,3.647563867916511,1.2954902440647924
2,1.0,1.0,1.0,Albisrieden,Entire home/apt,Entire rental unit,1,47.38025,8.50121,0,23,0,0,0,31,3,2,0,0.22,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,100.0,80.0,3.0,2,5.0,5.0,4.67,5.0,5.0,5.0,5.0,24,460,0,0,1,0,0,0,0,0,1,0,0,0,6.777653841724952,0.1835668327100113,4.864948289522685,3.782450238623648,2.954860761042165,0.1835668327100113
2,1.0,1.0,1.0,Enge,Entire home/apt,Entire rental unit,1,47.3613754,8.5267157,0,29,0,0,0,11,11,4,3,0.45,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,100.0,88.0,1.0,1,4.82,4.73,4.82,4.64,4.82,4.91,4.82,32,137,0,0,1,0,0,0,0,0,1,0,0,0,8.005589191915536,2.6695491708612424,5.652263075746455,1.5486406961209127,2.1030420403643655,1.5486406961209127
2,1.0,1.0,1.0,Altstetten,Entire home/apt,Entire rental unit,2,47.38672,8.48763,0,6,26,56,86,86,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,100.0,0.0,3.0,1,,,,,,,,25,425,0,0,1,0,0,0,0,0,0,0,0,0,6.833179417970463,1.4333181043554117,5.26881545997935,5.020335609445234,4.085023389222004,1.4333181043554117
2,0.0,1.0,1.0,Höngg,Entire home/apt,Entire rental unit,31,47.3994173,8.495862299999999,1,24,0,0,0,271,0,0,0,,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,100.0,99.0,3.0,214,,,,,,,,37,271,0,0,0,1,0,0,0,1,0,0,0,0,5.401286837824192,2.295165847455958,4.139727654809445,5.365231166000408,4.112887547881255,2.295165847455958
2,1.0,2.0,1.0,Werd,Entire home/apt,Entire loft,7,47.374268,8.521883,0,13,28,58,88,363,1,0,0,0.01,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,2,5.0,5.0,4.0,5.0,5.0,5.0,5.0,31,244,1,0,0,0,0,0,1,0,0,0,0,0,6.715873261495046,1.5111564800727788,4.453225524959159,2.0931533330137695,1.4443972071437527,1.4443972071437527
4,1.0,1.0,2.0,Weinegg,Entire home/apt,Entire rental unit,2,47.3596,8.55853,1,29,0,0,0,45,171,6,0,1.55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,100.0,95.0,1.0,252,4.75,4.88,4.81,4.93,4.89,4.77,4.59,42,447,0,0,1,1,0,0,0,0,1,0,1,0,8.045915380820391,4.706069619631541,5.653868922568997,1.1183156800916576,2.454696006825516,1.1183156800916576
2,0.0,1.0,2.0,Unterstrass,Entire home/apt,Entire rental unit,1,47.38437953107432,8.541490386769903,1,30,3,20,43,44,70,70,15,15.44,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,100.0,100.0,1.0,1,4.84,4.93,4.91,4.77,4.9,4.94,4.8,31,485,0,0,1,1,0,0,0,1,1,0,0,1,5.29620702927683,2.9282200354849457,2.898690680943902,2.14256431263677,0.7260442186318437,0.7260442186318437
2,1.0,1.0,1.0,Sihlfeld,Entire home/apt,Entire rental unit,4,47.37802267087667,8.508742151312834,1,10,0,0,0,0,0,0,0,,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,92.0,89.0,1.0,398,,,,,,,,48,467,0,0,1,0,0,0,0,0,0,1,0,1,6.710697328788215,0.43745507726542104,4.652377221983063,3.164182448270311,2.376239475343106,0.43745507726542104
2,1.0,1.0,1.0,Langstrasse,Entire home/apt,Entire rental unit,2,47.37842,8.52528,1,34,11,14,14,14,9,9,3,4.66,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,100.0,98.0,1.0,13,4.89,4.56,4.78,4.67,5.0,4.78,4.78,23,58,0,1,0,1,0,0,0,0,0,0,0,0,6.198524082533833,1.65857427995899,3.9258413939872847,2.1507038760550263,1.1324285771136777,1.1324285771136777
2,1.0,1.0,1.0,Seefeld,Private room,Private room in rental unit,1,47.35556100835068,8.554651811904304,0,7,0,26,56,330,1,1,0,0.1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,11.0,4.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,27,546,0,0,1,0,0,0,1,0,0,0,1,0,8.475146528079529,4.688634801998022,6.07046362497063,1.2582719240461484,2.7089586162018437,1.2582719240461484
2,1.0,1.0,1.0,Seefeld,Entire home/apt,Entire rental unit,30,47.3553627,8.555890699999999,1,24,0,0,0,182,1,1,0,0.11,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,100.0,99.0,3.0,214,5.0,5.0,5.0,5.0,5.0,5.0,4.0,49,252,0,0,0,0,0,0,1,0,0,0,0,0,8.501940918127083,4.778192741747748,6.100137651280724,1.3254023836077788,2.7674720374609003,1.3254023836077788
2,2.0,1.0,1.0,Hottingen,Entire home/apt,Entire rental unit,1,47.36853,8.55149,0,14,29,59,89,179,12,0,0,0.09,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,100.0,33.0,2.0,8,4.42,4.33,4.33,4.67,4.83,4.5,3.92,23,200,0,0,0,1,0,0,1,0,0,0,0,0,7.025780192852137,3.8248225442832307,4.616383050807097,0.5177657663883747,1.3399997983477119,0.5177657663883747
3,1.0,1.0,2.0,Witikon,Entire home/apt,Entire rental unit,21,47.35622,8.5926,0,46,12,42,72,72,3,0,0,0.06,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,40.0,0.0,4.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,44,467,0,1,1,0,0,0,1,0,1,0,0,0,8.998211680073112,7.202288143420963,6.836323997601489,3.6264629336483853,4.6179947972325595,3.6264629336483853
2,1.0,1.0,1.0,Langstrasse,Entire home/apt,Entire serviced apartment,1,47.3804858,8.5257857,1,43,23,53,83,329,258,128,6,10.25,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,90.0,100.0,1.0,3,4.56,4.66,4.75,4.87,4.71,4.28,4.41,43,347,0,0,0,1,0,0,0,0,0,0,0,0,5.967853311286688,1.6973338324135199,3.7039768563853985,2.2855267025429096,1.1300438938606747,1.1300438938606747
4,2.0,1.0,2.0,Seebach,Entire home/apt,Entire rental unit,2,47.41617403422019,8.548689888739036,0,53,0,5,10,10,27,26,9,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,100.0,98.0,1.0,8,5.0,5.0,5.0,5.0,5.0,4.85,4.96,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7274840353853056,5.328466698147254,0.6865546009404132,5.648445949778991,4.30247554664912,0.6865546009404132
2,1.0,1.0,1.0,Seefeld,Entire home/apt,Entire rental unit,2,47.36137,8.55111,0,42,30,60,90,365,2,0,0,0.05,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,87.0,31.0,2.0,16,5.0,5.0,5.0,5.0,5.0,5.0,5.0,48,140,0,0,1,0,0,0,1,0,0,0,1,0,7.821278081763069,4.121000127915538,5.410710085927358,0.571534556676292,2.010266292225543,0.571534556676292
2,1.0,1.0,1.0,Alt-Wiedikon,Entire home/apt,Entire rental unit,1,47.3693484,8.5071463,0,8,29,59,89,269,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,,4.0,2,,,,,,,,29,198,0,0,1,0,0,0,0,0,0,0,0,0,7.6308980304307905,1.154604460069555,5.492814696922424,2.9886893498945954,2.671526105693915,1.154604460069555
4,1.0,1.0,4.0,Friesenberg,Entire home/apt,Entire home,2,47.35491,8.48682,0,64,8,8,8,159,110,2,0,0.74,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,100.0,75.0,3.0,3,4.37,4.37,4.09,4.67,4.69,4.54,4.16,47,472,0,0,0,0,0,0,0,0,0,0,1,0,9.75552542499105,2.992667197365725,7.691576455824569,4.636801077796724,4.770511745466222,2.992667197365725
6,2.0,1.0,3.0,Wollishofen,Entire home/apt,Entire rental unit,1,47.34553731217779,8.53321096316311,0,40,0,0,2,5,36,36,3,3.94,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,100.0,91.0,1.0,2,4.78,4.89,4.69,4.94,4.86,4.92,4.78,34,518,0,1,0,0,1,0,1,0,1,0,0,0,9.65901008535594,4.387857476579847,7.260979728058563,2.421800314678435,3.6379636708653464,2.421800314678435
3,1.0,1.0,2.0,Sihlfeld,Private room,Private room in rental unit,1,47.37328,8.51434,1,14,30,59,89,364,0,0,0,,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,85.0,85.0,1.0,28,,,,,,,,21,234,0,0,0,0,0,0,0,0,0,0,0,0,7.014305256816188,1.0743177152430519,4.829361488643661,2.5684835093243903,2.0211651973156424,1.0743177152430519
2,1.0,1.0,1.0,Unterstrass,Entire home/apt,Entire rental unit,2,47.39827429807691,8.539639860391617,0,23,26,31,37,37,4,4,1,1.2,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,100.0,50.0,1.0,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,38,404,0,0,1,0,0,0,0,0,1,0,1,1,3.7900928988717273,3.4480044940412538,1.4678966841927907,3.6907196439317667,2.2660635922608527,1.4678966841927907
1,1.0,1.0,1.0,Sihlfeld,Entire home/apt,Entire serviced apartment,1,47.3750137,8.515848499999999,0,39,3,19,49,324,19,16,0,1.12,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,100.0,100.0,1.0,79,4.37,4.37,4.26,4.63,4.74,4.95,4.21,44,491,0,0,0,1,0,0,0,0,0,0,0,1,6.793002313050451,1.0633300444413198,4.605715217599185,2.5369793550549176,1.868931657739978,1.0633300444413198
6,2.0,1.0,2.0,Mühlebach,Entire home/apt,Entire rental unit,2,47.361256,8.551727,1,31,19,21,21,66,94,18,0,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,100.0,95.0,1.0,252,4.85,4.87,4.85,4.94,4.94,4.97,4.76,50,498,0,0,1,1,0,0,1,0,0,0,1,0,7.8348088147266415,4.167781887879733,5.425195727231344,0.6109859214843711,2.0410155671562835,0.6109859214843711
3,0.0,1.0,2.0,Albisrieden,Entire home/apt,Entire rental unit,1,47.3676,8.49182,1,28,16,18,18,255,5,1,0,0.08,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,100.0,99.0,1.0,240,4.8,4.8,4.8,4.8,5.0,4.4,4.6,45,443,0,0,1,0,0,0,0,0,0,1,1,0,8.345639126581913,1.5712829691184218,6.363891191065958,4.117857148123348,3.8261795142272015,1.5712829691184218
3,1.0,1.0,2.0,Hochschulen,Entire home/apt,Entire rental unit,1,47.3764221902759,8.544938200384408,1,31,2,14,38,306,13,13,3,2.6,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,100.0,100.0,1.0,26,4.62,4.31,4.38,4.85,4.69,4.92,4.54,30,70,0,0,1,0,0,0,0,0,0,0,0,0,6.156192522440476,3.1526565409641125,3.7438429677591105,1.2305455010717095,0.38597362184025824,0.38597362184025824
2,1.0,1.0,1.0,Unterstrass,Entire home/apt,Entire rental unit,2,47.38755,8.5371,1,36,21,26,26,26,22,21,3,1.78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,100.0,92.0,1.0,95,4.77,4.82,4.86,5.0,4.95,4.91,4.64,35,370,0,0,0,1,0,0,0,0,0,0,0,1,4.997149479864946,2.7013099174394983,2.6421307199132116,2.5605857948175546,1.099746190988906,1.099746190988906
2,0.0,2.0,1.0,Fluntern,Private room,Private room in villa,1,47.37913,8.5601,0,49,0,0,0,0,24,1,0,0.22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,0,0,80.0,75.0,3.0,14,4.58,4.83,4.25,5.0,4.96,4.83,4.38,30,227,0,1,0,0,0,0,0,0,0,0,0,1,5.899698596590315,4.2768493541712225,3.5400546010295275,1.842603242475558,1.4971184575618115,1.4971184575618115
2,1.0,1.0,1.0,Weinegg,Entire home/apt,Entire rental unit,2,47.36071,8.56013,1,31,21,47,77,162,74,20,3,1.88,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,97.0,100.0,1.0,109,4.54,4.53,4.59,4.49,4.71,4.74,4.4,39,488,0,0,0,0,0,0,1,0,0,0,0,1,7.934175519473953,4.75765850257605,5.549112923511303,1.1581714077516434,2.4256510079486513,1.1581714077516434
6,2.0,1.0,3.0,Hard,Entire home/apt,Entire rental unit,1,47.37853,8.51395,1,33,13,13,13,13,423,43,4,4.45,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,100.0,100.0,1.0,12,4.86,4.9,4.88,4.94,4.95,4.83,4.76,43,118,0,0,1,0,0,0,0,0,0,0,0,0,6.489404309865121,0.8077082738935633,4.364396030205355,2.846579470925133,1.9852935396644442,0.8077082738935633
2,1.0,1.0,1.0,Oberstrass,Entire home/apt,Entire rental unit,30,47.3835896,8.5487489,1,25,0,0,0,241,0,0,0,,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,100.0,99.0,3.0,214,,,,,,,,37,275,0,0,0,0,1,0,0,0,0,0,0,0,5.349930999964694,3.453486390955598,2.936723877107911,2.0303104218859547,0.897176898057364,0.897176898057364
2,1.0,0.5,1.0,Fluntern,Entire home/apt,Camper/RV,3,47.37636,8.55675,0,3,9,9,9,9,17,11,2,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,73.0,1.0,7,4.47,4.88,4.53,4.71,4.94,4.71,4.29,44,445,0,0,0,0,0,0,0,0,1,0,0,0,6.177670299649712,4.03878311724887,3.7905723877936865,1.4466251182460483,1.2504301878929165,1.2504301878929165
1,1.0,1.0,1.0,Wipkingen,Entire home/apt,Entire rental unit,7,47.39357828967613,8.532104184549507,0,32,7,7,7,85,2,0,0,0.13,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,0,100.0,100.0,1.0,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,31,373,0,1,0,0,0,0,0,0,1,0,0,1,4.436446805618562,2.68103492215422,2.208094934063541,3.3130181629422193,1.8493182028403323,1.8493182028403323
2,1.0,1.0,1.0,Wipkingen,Entire home/apt,Entire rental unit,1,47.3909141,8.5280004,1,15,27,57,87,362,0,0,0,,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,100.0,100.0,1.0,79,,,,,,,,41,478,1,0,0,0,0,0,0,0,0,0,0,0,4.815107249040625,2.2577240385906423,2.628262997378405,3.157243167992175,1.718019213246602,1.718019213246602
2,1.0,1.0,1.0,Alt-Wiedikon,Entire home/apt,Entire rental unit,5,47.36516,8.51941,0,21,0,0,16,166,327,1,1,2.14,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,100.0,100.0,2.0,1,4.73,4.83,4.83,4.87,4.89,4.77,4.73,39,249,0,0,1,0,0,0,0,0,0,0,0,1,7.737775919807156,1.9947335690656636,5.448765283793312,2.032920518000729,2.116976076611169,1.9947335690656636
2,0.0,1.0,1.0,Sihlfeld,Entire home/apt,Entire rental unit,30,47.3755316,8.514229799999999,1,25,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,100.0,99.0,3.0,214,,,,,,,,47,270,0,0,0,1,0,0,0,0,0,0,0,1,6.786314046674262,0.9286174717561301,4.624224829226068,2.67178479634406,1.980631602505199,0.9286174717561301
1,1.0,1.0,1.0,Höngg,Private room,Private room in rental unit,5,47.41419,8.48023,0,30,0,21,51,51,9,0,0,0.09,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,100.0,,3.0,1,5.0,5.0,4.89,5.0,5.0,5.0,4.89,40,486,0,0,0,0,0,0,0,0,1,0,1,0,5.563186182150012,4.240331402564407,5.165751632891971,7.365171704586314,6.060320033100069,4.240331402564407
2,1.0,1.0,1.0,Langstrasse,Entire home/apt,Entire rental unit,7,47.37489338860559,8.523650626364976,0,7,26,56,86,361,1,1,0,0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,50.0,,1,5.0,5.0,5.0,5.0,5.0,5.0,4.0,26,391,0,0,1,1,0,0,0,0,1,0,0,1,6.609405651014684,1.6122139011317718,4.331963672321775,2.012312009980857,1.2974904887797885,1.2974904887797885
2,1.0,1.0,1.0,Mühlebach,Private room,Private room in home,3,47.35782075197135,8.556877958982152,0,34,11,12,30,30,19,19,3,4.01,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,100.0,87.0,3.0,3,4.84,4.89,4.79,4.89,5.0,5.0,4.74,47,525,0,0,1,0,0,1,1,0,1,0,1,1,8.233748111326847,4.694516502945705,5.835444064467426,1.1546013610266912,2.5580770470312824,1.1546013610266912
4,2.0,1.0,2.0,Seefeld,Entire home/apt,Entire rental unit,3,47.36098,8.55091,0,30,0,0,5,5,1,1,0,0.11,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,100.0,60.0,1.0,1,5.0,5.0,4.0,5.0,5.0,5.0,5.0,34,509,0,0,0,0,0,0,1,0,0,0,1,1,7.864421371299025,4.1291975620490025,5.453548958676126,0.5974434659819073,2.04405913280048,0.5974434659819073
4,1.0,1.0,2.0,Hochschulen,Entire home/apt,Entire rental unit,1,47.37236,8.54747,1,13,0,7,16,90,18,18,1,1.67,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,100.0,98.0,1.0,3,5.0,4.94,5.0,4.94,5.0,4.83,4.78,46,460,0,0,0,1,0,1,0,0,0,0,0,1,6.600075531770101,3.416865063401593,4.186241371541664,0.7781004992312158,0.8191330648944296,0.7781004992312158
